sample_id,source_paper,district_region,ward_location,site_name,source_type,latitude,longitude,fluoride_mg_L,pH,EC_uS_cm,TDS_ppm,above_WHO_limit_1_5,above_TZ_limit_4_0,notes,sample_collection_date,year,season,total_season_rain,soil_source_latitude,soil_source_longitude,soil_ph,soil_calcium_extractable,soil_magnesium_extractable,soil_carbon_organic,soil_iron_extractable,soil_match_distance_km,glim_id,lithology_detail,lithology_code,lithology_class,lithology_match_method,lithology_match_distance_km
CB23-11,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Dodoma,DODOMA-NORTH-SOUTH,KALEMSO,Groundwater/borehole,-6.498217,35.83785,1.06,7.76,1715.0,877.0,NO,NO,Nitrate: 26.3 ppm,2021 - 2022,2022,long_dry,0.080135351,-6.46555,35.70069,5.292,506.189,212.196,6.08,87.469,15.58328648507132,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-12,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Dodoma,DODOMA-NORTH-SOUTH,MANZASE,Groundwater/borehole,-6.607633,35.930283,0.9,7.68,3999.0,2110.0,NO,NO,Nitrate: 194.8 ppm,2021 - 2022,2022,long_dry,3.543186918,-6.46555,35.70069,5.292,506.189,212.196,6.08,87.469,29.881779652065386,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-13,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Dodoma,DODOMA-NORTH-SOUTH,CHIPOBORO,Groundwater/borehole,-6.8617,36.040033,1.79,8.35,2483.0,1260.0,YES,NO,Nitrate: 35.5 ppm,2021 - 2022,2022,long_dry,0.080301101,-6.85463,36.09021,7.47,2260.583,523.548,9.31,79.171,5.595019286104768,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-14,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Dodoma,DODOMA-NORTH-SOUTH,MAKUTAPORA,Groundwater/borehole,-7.140183,35.895467,1.15,8.15,3213.0,1610.0,NO,NO,Nitrate: 21.5 ppm,2021 - 2022,2022,long_dry,0.636852053,-7.09588,36.00778,7.433,3052.384,581.762,9.05,87.705,13.335660161325453,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-15,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Dodoma,DODOMA-EAST-WEST,UKWAMANI,Groundwater/borehole,-6.137867,36.850883,0.28,8.31,160.0,83.6,NO,NO,Nitrate: 17.1 ppm,2021 - 2022,2022,long_dry,24.45140695,-6.15761,36.78713,6.083,558.948,210.089,8.42,72.464,7.382228464530151,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-16,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Dodoma,DODOMA-EAST-WEST,AZIMIO,Groundwater/borehole,-6.08265,36.580233,1.98,8.09,1800.0,996.0,YES,NO,Nitrate: 13.1 ppm,2021 - 2022,2022,long_dry,11.01318677,-6.0243,36.56855,5.637,563.828,246.846,5.48,70.567,6.6155905521417,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-17,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Dodoma,DODOMA-EAST-WEST,MBANDE,Groundwater/borehole,-6.103867,36.32095,0.25,7.95,4012.0,2530.0,NO,NO,Nitrate: 295.8 ppm,2021 - 2022,2022,long_dry,0.644720567,-6.07247,36.28595,6.468,797.842,352.329,5.78,86.593,5.21194509342929,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-18,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Dodoma,DODOMA-EAST-WEST,UGUZI,Groundwater/borehole,-6.136217,36.04055,0.99,8.24,1308.0,670.0,NO,NO,Nitrate: 123.0 ppm,2021 - 2022,2022,long_dry,0.164791495,-6.10974,36.09518,7.728,6147.87,1753.535,10.52,72.764,6.719269960496546,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-19,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Dodoma,DODOMA-EAST-WEST,KISASA,Groundwater/borehole,-6.1695,35.786883,0.98,8.1,1008.0,529.0,NO,NO,Nitrate: 28.4 ppm,2021 - 2022,2022,long_dry,0.122097176,-6.3788,35.67198,6.396,895.54,205.265,5.56,100.242,26.51285491759182,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-20,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Dodoma,DODOMA-EAST-WEST,NALA,Groundwater/borehole,-6.08925,35.61405,1.34,8.12,1063.0,547.0,NO,NO,Nitrate: 44.5 ppm,2021 - 2022,2022,long_dry,0.071075343,-6.3788,35.67198,6.396,895.54,205.265,5.56,100.242,32.82713588373425,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-21,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Dodoma,DODOMA-EAST-WEST,MPAMANTWA,Groundwater/borehole,-5.992833,35.3765,0.58,7.63,395.0,210.0,NO,NO,Nitrate: 27.9 ppm,2021 - 2022,2022,long_dry,0.028742376,-6.21038,35.1247,6.928,968.723,222.557,5.05,88.448,36.88150392128164,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-22,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Dodoma,DODOMA-EAST-WEST,BAHI,Groundwater/borehole,-5.9515,35.309833,1.18,7.53,338.0,185.0,NO,NO,Nitrate: 14.5 ppm,2021 - 2022,2022,long_dry,0.020623698,-6.20035,35.11544,7.522,1029.522,270.78,8.91,89.75,35.03819217813018,AFR9465,suad__,su,unconsolidated_sediments,within_polygon,0.0
CB23-23,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,SHELUI,Groundwater/borehole,-4.359367,34.20115,1.07,7.74,1043.0,563.0,NO,NO,Nitrate: 2.5 ppm,2021 - 2022,2022,long_dry,0.689194072,-4.35926,34.20788,7.892,2360.506,404.502,6.76,98.747,0.7462727693554292,AFR9225,suad__,su,unconsolidated_sediments,within_polygon,0.0
CB23-24,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,YALAGANO,Groundwater/borehole,-4.4081,34.397817,1.74,7.73,1678.0,755.0,YES,NO,Nitrate: 9.7 ppm,2021 - 2022,2022,long_dry,7.694746591,-4.4118,34.39478,5.699,439.692,168.379,3.52,79.865,0.5316338617526738,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-25,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,KYEGENGE,Groundwater/borehole,-4.427283,34.4732,0.38,6.97,160.0,93.1,NO,NO,Nitrate: 0.7 ppm,2021 - 2022,2022,long_dry,8.589646086,-4.4118,34.39478,5.699,439.692,168.379,3.52,79.865,8.862814399581934,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-26,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,TUMULI,Groundwater/borehole,-5.0753,32.694317,2.39,7.78,996.0,528.0,YES,NO,Nitrate: 40.5 ppm,2021 - 2022,2022,long_dry,10.57762268,-4.24446,32.66442,6.494,1468.833,375.631,5.28,129.343,92.44471823810714,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-27,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,MILADE,Groundwater/borehole,-4.601567,34.587883,1.66,8.08,1300.0,637.0,YES,NO,Nitrate: 2.0 ppm,2021 - 2022,2022,long_dry,6.956260204,-4.62558,34.6795,5.988,707.699,255.238,8.04,99.511,10.499544053470709,AFR9354,suad__,su,unconsolidated_sediments,within_polygon,0.0
CB23-28,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,MSINKO,Groundwater/borehole,-4.642267,34.6611,1.9,7.64,698.0,177.0,YES,NO,Nitrate: 10.0 ppm,2021 - 2022,2022,long_dry,6.214540651,-4.62558,34.6795,5.988,707.699,255.238,8.04,99.511,2.7571138605612346,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-29,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,SAGARA,Groundwater/borehole,-4.687333,35.105183,0.16,7.65,48.0,31.2,NO,NO,Nitrate: 1.8 ppm,2021 - 2022,2022,long_dry,7.014407177,-4.63786,35.02993,8.5925,10502.8,1970.783,14.89,67.699,9.990970327606426,AFR9346,ssmx__,ss,siliciclastic_sedimentary_rocks,within_polygon,0.0
CB23-30,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,ITAJA,Groundwater/borehole,-4.711033,35.068133,2.28,8.22,1229.0,743.0,YES,NO,Nitrate: 20.0 ppm,2021 - 2022,2022,long_dry,7.3038808,-4.64857,35.02279,7.128,1784.8605,507.8685,8.97,84.1955,8.572793250042052,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-31,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,MSIKII,Groundwater/borehole,-4.8095,34.9292,0.22,6.84,36.1,18.1,NO,NO,Nitrate: 11.7 ppm,2021 - 2022,2022,long_dry,9.41876407,-4.83992,34.92156,5.809,457.394,132.5265,4.43,91.8005,3.4868711462803303,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-32,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,MGHAMO,Groundwater/borehole,-4.8315,34.903017,0.39,6.5,258.0,127.0,NO,NO,Nitrate: 43.7 ppm,2021 - 2022,2022,long_dry,9.41876407,-4.83992,34.92156,5.809,457.394,132.5265,4.43,91.8005,2.257823692700505,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-33,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,KISASIDA,Groundwater/borehole,-4.82925,34.8185,0.19,7.31,257.0,160.0,NO,NO,Nitrate: 7.31 ppm,2021 - 2022,2022,long_dry,2.380850665,-4.82634,34.76569,5.133,149.619,126.308,3.74,78.456,5.860318444741847,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-34,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,KITITIMO,Groundwater/borehole,-4.825817,34.776233,0.2,6.68,452.0,226.0,NO,NO,Nitrate: 22.3 ppm,2021 - 2022,2022,long_dry,1.351866346,-4.82634,34.76569,5.133,149.619,126.308,3.74,78.456,1.169620100949438,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-35,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,MAHEMBE,Groundwater/borehole,-4.832333,34.752233,0.39,8.01,384.0,193.0,NO,NO,Nitrate: 13.6 ppm,2021 - 2022,2022,long_dry,1.351866346,-4.8258,34.74135,6.376,655.737,192.442,4.99,98.682,1.4077508610071503,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-36,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,IGITUKA,Groundwater/borehole,-5.1127,34.767033,0.0,7.68,189.0,107.0,NO,NO,Nitrate: 20.2 ppm,2021 - 2022,2022,long_dry,0.613183891,-5.1119,34.67871,6.126,899.759,436.672,6.78,95.218,9.782418860586763,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-37,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,MAYUTA,Groundwater/borehole,-5.341267,34.772667,2.45,7.58,1303.0,693.0,YES,NO,Nitrate: 3.8 ppm,2021 - 2022,2022,long_dry,3.056677854,-5.33614,34.76546,7.956,6095.038,813.071,8.15,58.496,0.980645572137484,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-38,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-NORTH-SOUTH,AGONDI,Groundwater/borehole,-5.722117,34.698133,2.59,8.43,375.0,150.0,YES,NO,Nitrate: 47.0 ppm,2021 - 2022,2022,long_dry,1.796059863,-5.76454,34.66577,4.736,361.954,127.448,6.07,96.767,5.922206422367692,AFR9437,ssmx__,ss,siliciclastic_sedimentary_rocks,within_polygon,0.0
CB23-39,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-EAST-WEST,MAWENI,Groundwater/borehole,-5.879733,35.1252,0.37,8.11,335.0,183.0,NO,NO,Nitrate: 29.8 ppm,2021 - 2022,2022,long_dry,0.011265388,-5.71244,35.0321,5.5525,628.0815,148.3485,7.585,65.908,21.263032967608122,AFR9465,suad__,su,unconsolidated_sediments,within_polygon,0.0
CB23-40,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-EAST-WEST,SOLYA,Groundwater/borehole,-5.82885,34.966967,1.87,8.18,1064.0,539.0,YES,NO,Nitrate: 17.6 ppm,2021 - 2022,2022,long_dry,0.307970369,-5.71929,34.98084,4.753,553.045,105.518,6.4,110.9,12.278830041212954,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-41,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-EAST-WEST,TAMBUKARELI,Groundwater/borehole,-5.755567,34.8416,1.77,7.85,774.0,407.0,YES,NO,Nitrate: 33.4 ppm,2021 - 2022,2022,long_dry,1.813819192,-5.73699,34.88727,5.248,207.261,95.853,3.66,74.279,5.458698654136834,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-42,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-EAST-WEST,AGONDI,Groundwater/borehole,-5.722117,34.698133,2.59,8.43,375.0,150.0,YES,NO,Nitrate: 47.0 ppm,2021 - 2022,2022,long_dry,1.796059863,-5.76454,34.66577,4.736,361.954,127.448,6.07,96.767,5.922206422367692,AFR9437,ssmx__,ss,siliciclastic_sedimentary_rocks,within_polygon,0.0
CB23-43,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-EAST-WEST,PENTAGONI,Groundwater/borehole,-5.696733,34.494033,0.18,8.06,209.0,118.0,NO,NO,Nitrate: 15.4 ppm,2021 - 2022,2022,long_dry,6.61955045,-5.69326,34.49066,7.0615,3177.8365,647.976,14.26,160.374,0.5370483587808734,AFR9437,ssmx__,ss,siliciclastic_sedimentary_rocks,within_polygon,0.0
CB23-44,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Singida,SINGIDA-EAST-WEST,KAZIKAZI,Groundwater/borehole,-5.591333,34.234017,0.21,7.84,447.0,225.0,NO,NO,Nitrate: 7.1 ppm,2021 - 2022,2022,long_dry,8.525287464,-5.69016,34.44081,5.648,182.935,149.928,8.03,85.826,25.38488233962556,AFR9437,ssmx__,ss,siliciclastic_sedimentary_rocks,within_polygon,0.0
CB23-45,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-NORTH-SOUTH,KITONGO,Groundwater/borehole,-4.212517,33.185417,0.64,7.56,661.0,21.9,NO,NO,Nitrate: 62.3 ppm,2021 - 2022,2022,long_dry,5.690931022,-3.90452,33.11149,6.395,564.373,138.568,3.72,91.103,35.21567046610178,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-46,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-NORTH-SOUTH,UPUNGU,Groundwater/borehole,-4.7247,33.1646,0.5,7.78,234.0,134.5,NO,NO,Nitrate: 1.5 ppm,2021 - 2022,2022,long_dry,6.677893393,-4.2226,32.72971,7.61,2681.418,515.574,4.97,130.687,73.7653287024013,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-47,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-NORTH-SOUTH,MAYOMBO,Groundwater/borehole,-4.961767,33.006767,0.01,7.22,187.0,110.0,NO,NO,Nitrate: 6.6 ppm,2021 - 2022,2022,long_dry,10.38272705,-4.2226,32.72971,7.61,2681.418,515.574,4.97,130.687,87.74097322753524,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-48,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-NORTH-SOUTH,KIZIGO,Groundwater/borehole,-5.047633,32.8003,0.78,8.0,345.0,216.0,NO,NO,Nitrate: 2.4 ppm,2021 - 2022,2022,long_dry,10.38599956,-4.24446,32.66442,6.494,1468.833,375.631,5.28,129.343,90.56965891178294,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-49,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-NORTH-SOUTH,KWIHARA,Groundwater/borehole,-5.0685,32.785283,0.25,7.55,142.0,95.7,NO,NO,Nitrate: 1.9 ppm,2021 - 2022,2022,long_dry,11.62921065,-4.24446,32.66442,6.494,1468.833,375.631,5.28,129.343,92.60309051686288,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-50,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-NORTH-SOUTH,KASISI A,Groundwater/borehole,-5.245283,32.723533,0.04,6.8,74.0,45.6,NO,NO,Nitrate: 7.1 ppm,2021 - 2022,2022,long_dry,14.18339044,-4.24446,32.66442,6.494,1468.833,375.631,5.28,129.343,111.47921117897634,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-51,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-NORTH-SOUTH,IBAYA,Groundwater/borehole,-5.317067,32.699567,0.14,7.76,169.0,100.0,NO,NO,Nitrate: 1.0 ppm,2021 - 2022,2022,long_dry,13.88592577,-4.28982,32.40226,5.437,808.662,302.041,9.24,97.524,118.8802639346723,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-52,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-NORTH-SOUTH,UTAWAMBOGO,Groundwater/borehole,-5.4685,32.693767,0.01,7.5,50.0,38.4,NO,NO,Nitrate: 1.4 ppm,2021 - 2022,2022,long_dry,17.96166727,-4.28982,32.40226,5.437,808.662,302.041,9.24,97.524,134.98391600664763,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-53,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-NORTH-SOUTH,MKOLYE,Groundwater/borehole,-5.551533,32.705533,0.42,7.39,244.0,140.0,NO,NO,Nitrate: 15.5 ppm,2021 - 2022,2022,long_dry,10.5181312,-4.28982,32.40226,5.437,808.662,302.041,9.24,97.524,144.26308130505396,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-54,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-NORTH-SOUTH,CHABUTWA,Groundwater/borehole,-5.687933,32.751567,0.01,7.5,75.0,50.4,NO,NO,Nitrate: 1.5 ppm,2021 - 2022,2022,long_dry,11.9670229,-6.71505,32.06645,6.332,1002.211,165.498,7.61,81.351,137.0392745443152,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-55,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-NORTH-SOUTH,IPOLE,Groundwater/borehole,-5.7915,32.732033,0.01,7.78,120.0,101.0,NO,NO,Nitrate: 7.8 ppm,2021 - 2022,2022,long_dry,11.08460879,-6.71505,32.06645,6.332,1002.211,165.498,7.61,81.351,126.32659303106257,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-56,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-EAST-WEST,TURA,Groundwater/borehole,-5.49225,33.842583,0.23,7.3,110.0,72.2,NO,NO,Nitrate: 22.9 ppm,2021 - 2022,2022,long_dry,6.573714562,-5.89629,34.15087,6.7275,687.8195,131.1345,5.36,63.092,56.40924858289482,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-57,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-EAST-WEST,UMOJA,Groundwater/borehole,-5.1267,33.129533,0.01,7.66,297.0,169.0,NO,NO,Nitrate: 21.4 ppm,2021 - 2022,2022,long_dry,13.65138169,-4.7371,33.99761,6.249,891.441,119.648,5.27,86.457,105.47562000898007,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-58,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-EAST-WEST,INALA,Groundwater/borehole,-5.069733,32.930217,0.01,7.78,27.0,25.6,NO,NO,Nitrate: 14.9 ppm,2021 - 2022,2022,long_dry,10.97887444,-4.24446,32.66442,6.494,1468.833,375.631,5.28,129.343,96.37840280773047,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-59,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-EAST-WEST,KIZIGO,Groundwater/borehole,-5.069733,32.930217,0.78,8.0,345.0,216.0,NO,NO,Nitrate: 2.4 ppm,2021 - 2022,2022,long_dry,10.97887444,-4.24446,32.66442,6.494,1468.833,375.631,5.28,129.343,96.37840280773047,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-60,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-EAST-WEST,KWIHARA,Groundwater/borehole,-5.0685,32.785283,0.25,7.55,142.0,95.7,NO,NO,Nitrate: 1.9 ppm,2021 - 2022,2022,long_dry,11.62921065,-4.24446,32.66442,6.494,1468.833,375.631,5.28,129.343,92.60309051686288,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-61,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-EAST-WEST,TUMBI,Groundwater/borehole,-5.0753,32.694317,0.01,6.9,131.0,87.5,NO,NO,Nitrate: 1.3 ppm,2021 - 2022,2022,long_dry,10.57762268,-4.24446,32.66442,6.494,1468.833,375.631,5.28,129.343,92.44471823810714,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-62,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-EAST-WEST,MABAMA,Groundwater/borehole,-5.1212,32.522883,2.11,7.67,1818.0,935.0,YES,NO,Nitrate: 44.5 ppm,2021 - 2022,2022,long_dry,16.65789533,-4.28982,32.40226,5.437,808.662,302.041,9.24,97.524,93.4068086050609,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-63,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-EAST-WEST,MAPINDUZI,Groundwater/borehole,-5.0883,32.317033,0.05,7.08,120.0,70.9,NO,NO,Nitrate: 39.5 ppm,2021 - 2022,2022,long_dry,14.65534902,-4.28982,32.40226,5.437,808.662,302.041,9.24,97.524,89.2880079033532,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
CB23-64,"Chondo & Banyikwa 2023 (Data in Brief, DOI: 10.1016/j.dib.2023.109239)",Tabora,TABORA-EAST-WEST,MWENGE,Groundwater/borehole,-5.071883,32.08325,0.06,6.94,232.0,143.0,NO,NO,Nitrate: 42.0 ppm,2021 - 2022,2022,long_dry,12.54055601,-4.28982,32.40226,5.437,808.662,302.041,9.24,97.524,93.87332075448755,AFR7274,mt____,mt,metamorphic_rocks,within_polygon,0.0
MB18-001,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Akeri,Sebala B,Spring,-3.35281,36.77155,1.2,,227.0,124.85,NO,NO,Elevation: 1451m,January-February 2015,2015,short_dry,66.80241919,-3.3338,36.82374,7.772,3197.227,1043.011,25.29,85.938,6.166980190458328,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-002,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Akeri,Sebala A,Spring,-3.35448,36.7728,1.1,,237.0,130.35,NO,NO,Elevation: 1435m,January-February 2015,2015,short_dry,66.80241919,-3.3338,36.82374,7.772,3197.227,1043.011,25.29,85.938,6.104312388130108,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-003,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Nguruma,Saibala spring,Spring,-3.3528,36.77152,1.3,,233.0,127.05,NO,NO,Elevation: 1439m,January-February 2015,2015,short_dry,66.80241919,-3.3338,36.82374,7.772,3197.227,1043.011,25.29,85.938,6.169727906950549,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-004,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Duluti,Duluti Lake,Lake,-3.38306,36.7896,3.3,,456.0,240.9,YES,NO,Elevation: 1273m,January-February 2015,2015,short_dry,66.80241919,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,3.0467558482332295,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-005,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Lita,Lita (Kitchen),Deep well,-3.38379,36.7973,1.4,,344.0,187.55,NO,NO,Elevation: 1260m,January-February 2015,2015,short_dry,66.80241919,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,2.9057340142328045,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
