sample_id,source_paper,district_region,ward_location,site_name,source_type,latitude,longitude,fluoride_mg_L,pH,EC_uS_cm,TDS_ppm,above_WHO_limit_1_5,above_TZ_limit_4_0,notes,sample_collection_date,year,season,total_season_rain,soil_source_latitude,soil_source_longitude,soil_ph,soil_calcium_extractable,soil_magnesium_extractable,soil_carbon_organic,soil_iron_extractable,soil_match_distance_km,glim_id,lithology_detail,lithology_code,lithology_class,lithology_match_method,lithology_match_distance_km
MB18-006,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Lita,Tengeru Spring No 2,Spring,-3.39025,36.8017,1.4,,370.0,202.95,NO,NO,Elevation: 1221m,January-February 2015,2015,short_dry,71.07786417,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,2.2902251655878434,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-007,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - CDTI DP,Nork Shop,Deep well,-3.38106,36.80235,1.3,,328.0,178.75,NO,NO,Elevation: 1261m,January-February 2015,2015,short_dry,71.07786417,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,3.2939894343255958,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-008,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Sing'isi,Kwa Soja,Spring,-3.37444,36.79583,1.3,,198.0,89.1,NO,NO,Elevation: 1260m,January-February 2015,2015,short_dry,66.80241919,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,3.9377633985591918,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-009,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Sing'isi,Kwa Soja,Spring,-3.37444,36.79583,1.2,,180.0,81.0,NO,NO,Elevation: 1260m,January-February 2015,2015,short_dry,66.80241919,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,3.9377633985591918,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-010,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Patandi,Malala,Spring,-3.37124,36.79275,1.2,,173.0,77.85,NO,NO,Elevation: 1279m,January-February 2015,2015,short_dry,66.80241919,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,4.303005906831786,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-011,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Patandi,Gema,Spring,-3.37144,36.79278,1.3,,244.0,109.8,NO,NO,Elevation: 1281m,January-February 2015,2015,short_dry,66.80241919,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,4.280593538115512,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-012,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Patandi,Meru Hospital,Deep well,-3.37017,36.78645,1.2,,287.0,129.15,NO,NO,Elevation: 1307m,January-February 2015,2015,short_dry,66.80241919,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,4.521707852164574,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-013,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Patandi,Tengeru Fathers,Deep well,-3.37424,36.7803,1.2,,402.0,238.0,NO,NO,Elevation: 1331m,January-February 2015,2015,short_dry,66.80241919,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,4.298062680382335,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-014,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Patandi,Tengeru Fathers,Deep well,-3.37434,36.7804,11.0,,582.0,316.0,YES,YES,Elevation: 1333m,January-February 2015,2015,short_dry,66.80241919,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,4.283505511805301,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-015,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Akheri,Lake Duluti (Tengeru),Lake,-3.3825,36.7913,2.6,,472.0,,YES,NO,Elevation: 1250m,January-February 2015,2015,short_dry,66.80241919,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,3.0743946719275614,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-016,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kikatiti,Kwa Pendaeli,Shallow well,-3.38786,36.94342,22.0,,1395.0,1395.0,YES,YES,"Elevation: 1093m, Well depth: 12m",January-February 2015,2015,short_dry,65.58820057,-3.37719,36.942,6.648,3692.915,639.978,40.74,112.06,1.1968758712513246,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-017,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kikatiti,Ngira (Kwa Ngira),Shallow well,-3.37193,36.93262,2.7,,283.0,383.5,YES,NO,Elevation: 1143m,January-February 2015,2015,short_dry,65.58820057,-3.36802,36.93662,6.334,4515.045,612.904,55.13,122.737,0.6214284316803711,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-018,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kikatiti,Kisima Cha Iddi,Shallow well,-3.38565,36.93892,22.0,,1030.0,1030.0,YES,YES,"Elevation: 1100m, Well depth: 5m",January-February 2015,2015,short_dry,65.58820057,-3.37719,36.942,6.648,3692.915,639.978,40.74,112.06,1.0009101307062347,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-019,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kikatiti,Mnadani/Sokoni,Shallow well,-3.39826,36.9475,29.0,,1065.0,1065.0,YES,YES,"Elevation: 1072m, Well depth: 10m",January-February 2015,2015,short_dry,65.58820057,-3.37719,36.942,6.648,3692.915,639.978,40.74,112.06,2.4211162081690865,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-020,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kikatiti,Mnadani Kwa Lomnyaki,Shallow well,-3.39801,36.94705,30.0,,1070.0,1070.0,YES,YES,"Elevation: 1074m, Well depth: 8m",January-February 2015,2015,short_dry,65.58820057,-3.37719,36.942,6.648,3692.915,639.978,40.74,112.06,2.3819788845208927,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-021,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kikatiti,Mnadani Kwa Lotegerwaki,Shallow well,-3.39789,36.94702,30.0,,1050.0,1050.0,YES,YES,"Elevation: 1074m, Well depth: 8m",January-February 2015,2015,short_dry,65.58820057,-3.37719,36.942,6.648,3692.915,639.978,40.74,112.06,2.3682265730826364,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-022,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Nasholi,Nasholi Sec School,Shallow well,-3.40425,36.94805,31.0,,1215.0,1215.0,YES,YES,"Elevation: 1055m, Well depth: 9m",January-February 2015,2015,short_dry,60.34963799,-3.41097,36.92874,6.546,5032.022,724.038,28.73,153.762,2.2698975197873636,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-023,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Nasholi,Mlimani Kwa Dickson,Shallow well,-3.40897,36.94669,8.3,,890.0,890.0,YES,YES,"Elevation: 1046m, Well depth: 8m",January-February 2015,2015,short_dry,60.34963799,-3.41097,36.92874,6.546,5032.022,724.038,28.73,153.762,2.004790823663563,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-024,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kwa Samaria,Maroroni Pr/School,Deep well,-3.34668,36.97329,11.0,,1485.0,742.0,YES,YES,"Elevation: 984m, Well depth: 150m",January-February 2015,2015,short_dry,79.50583935,-3.37083,36.94124,6.475,4140.182,533.241,43.88,116.717,4.457382198594027,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-025,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikwe - Lita,Tengeru Spring No 1,Spring,-3.39613,36.80241,1.3,,332.0,187.55,NO,NO,Elevation: 1231m,January-February 2015,2015,short_dry,71.07786417,-3.40985,36.79536,7.14,4405.279,860.083,16.12,104.086,1.714589833602278,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-026,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikwe - Kikwe,Uduma,Deep well,-3.42883,36.82952,6.5,,970.0,516.45,YES,YES,"Elevation: 1095m, Well depth: 70m",January-February 2015,2015,short_dry,59.38913441,-3.41229,36.83439,6.835,3723.776,587.899,18.77,124.991,1.9169595526779477,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-027,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikwe - Maweni,Maziwa,Deep well,-3.45815,36.85021,12.0,,1187.0,651.2,YES,YES,"Elevation: 1027m, Well depth: 46m",January-February 2015,2015,short_dry,55.06212378,-3.45613,36.89375,7.163,4132.219,681.566,20.1,127.268,4.8378403546983,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-028,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikwe - Karangai,Mtowi,Deep well,-3.47977,36.86823,2.4,,1001.0,519.75,YES,NO,"Elevation: 986m, Well depth: 48m",January-February 2015,2015,short_dry,55.06212378,-3.48588,36.89657,6.928,3908.221,619.112,15.91,131.567,3.2179857527247218,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-029,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikwe - Karangai,Miembeni,Deep well,-3.51939,36.88343,1.7,,454.0,261.25,YES,NO,"Elevation: 956m, Well depth: 60m",January-February 2015,2015,short_dry,57.81669044,-3.50481,36.894,8.536,3345.688,479.906,11.1,74.326,2.001147027084534,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-030,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikwe - Kwa Ugoro,Maroroni,Deep well,-3.48542,36.87774,7.3,,1027.0,513.5,YES,YES,"Elevation: 979m, Well depth: 80m",January-February 2015,2015,short_dry,55.06212378,-3.48588,36.89657,6.928,3908.221,619.112,15.91,131.567,2.0905557792248803,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-031,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - Malula,Kisima Cha Zefania,Shallow well,-3.37256,37.01865,0.89,,202.0,202.5,NO,NO,"Elevation: 940m, Well depth: 15m",January-February 2015,2015,short_dry,55.75791502,-3.37719,36.942,6.648,3692.915,639.978,40.74,112.06,8.523883493847134,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-032,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - Malulu,Kisima Cha John Swai,Shallow well,-3.3713,37.01929,18.0,,709.0,709.0,YES,YES,"Elevation: 940m, Well depth: 12m",January-February 2015,2015,short_dry,55.75791502,-3.37719,36.942,6.648,3692.915,639.978,40.74,112.06,8.604330927819278,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-033,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - King'ori,Shoroyandeke,Spring,-3.27967,36.98704,15.0,,1095.0,1095.0,YES,YES,Elevation: 1179m,January-February 2015,2015,short_dry,90.99409604,-3.22976,37.04549,6.43,4476.915,452.027,48.82,99.49,8.538448562473336,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-034,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - King'ori,Joel Kaaya Kisima,Shallow well,-3.28139,36.98792,32.0,,1040.0,1040.0,YES,YES,"Elevation: 1172m, Well depth: 13m",January-February 2015,2015,short_dry,90.99409604,-3.22976,37.04549,6.43,4476.915,452.027,48.82,99.49,8.591050649303257,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-035,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - King'ori,Chemchem Ya Barnaba,Shallow well,-3.28143,36.9855,26.0,,1075.0,1075.0,YES,YES,Elevation: 1165m,January-February 2015,2015,short_dry,90.99409604,-3.22976,37.04549,6.43,4476.915,452.027,48.82,99.49,8.795651834243161,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-036,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - King'ori,Kisima Cha Mama Shirima,Shallow well,-3.28218,36.98512,17.0,,1150.0,1150.0,YES,YES,Elevation: 1172m,January-February 2015,2015,short_dry,90.99409604,-3.22976,37.04549,6.43,4476.915,452.027,48.82,99.49,8.882138986000635,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-037,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - King'ori,Kisima Cha Solomoni,Shallow well,-3.2919,36.98191,7.9,,538.0,538.0,YES,YES,"Elevation: 1147m, Well depth: 11m",January-February 2015,2015,short_dry,90.99409604,-3.34134,36.9238,6.223,3733.802,402.506,52.88,89.961,8.475504118211116,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-038,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Leguruki,Kisima Cha Elipokea,Shallow well,-3.25092,36.94123,11.0,,422.0,422.0,YES,YES,"Elevation: 1377m, Well depth: 15m",January-February 2015,2015,short_dry,87.27991843,-3.33432,36.90466,7.652,4432.639,508.754,32.26,90.3,10.1233413714392,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-039,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Leguruki,Kwa Ndellilio,Shallow well,-3.25052,36.93947,6.0,,522.0,523.0,YES,YES,Elevation: 1376m,January-February 2015,2015,short_dry,87.27991843,-3.33432,36.90466,7.652,4432.639,508.754,32.26,90.3,10.087654852288766,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-040,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Mbaaseni,Kwa Kemishua,Shallow well,-3.23836,36.94794,1.1,,653.0,653.0,NO,NO,Elevation: 1376m,January-February 2015,2015,short_dry,90.25005341,-3.22976,37.04549,6.43,4476.915,452.027,48.82,99.49,10.871942990731405,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-041,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Mbaaseni,Kwa Sarakikya,Shallow well,-3.23695,36.94965,9.8,,801.0,801.0,YES,YES,Elevation: 1371m,January-February 2015,2015,short_dry,90.25005341,-3.22976,37.04549,6.43,4476.915,452.027,48.82,99.49,10.669966535577077,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-042,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Mbaaseni,Kwa Barakaeli Ayo,Shallow well,-3.2368,36.95099,17.0,,1165.0,1165.0,YES,YES,"Elevation: 1373m, Well depth: 8m",January-February 2015,2015,short_dry,91.8091979,-3.22976,37.04549,6.43,4476.915,452.027,48.82,99.49,10.520372961556799,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-043,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Shistoni,Shistoni Pr/School,Shallow well,-3.23351,36.94954,23.0,,1070.0,1070.0,YES,YES,Elevation: 1373m,January-February 2015,2015,short_dry,90.25005341,-3.22976,37.04549,6.43,4476.915,452.027,48.82,99.49,10.66036000466042,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-044,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Shistoni,Nosingili Dam,Dam,-3.23153,36.95277,38.0,,2170.0,2170.0,YES,YES,Elevation: 1354m,January-February 2015,2015,short_dry,91.8091979,-3.22976,37.04549,6.43,4476.915,452.027,48.82,99.49,10.295504202847088,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-045,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Leguruki,Lake Tulisia Arusha,Lake,-3.2118,36.9076,,,31400.0,974.9,UNKNOWN,UNKNOWN,Elevation: 1445m,January-February 2015,2015,short_dry,90.25005341,-3.33432,36.90466,7.652,4432.639,508.754,32.26,90.3,13.627530204002944,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-046,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Leguruki,Big Momella Lake,Lake,-3.2098,36.9084,1103.7,,38000.0,,YES,YES,Elevation: Nonem,January-February 2015,2015,short_dry,90.25005341,-3.33432,36.90466,7.652,4432.639,508.754,32.26,90.3,13.852235034725812,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-047,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Leguruki,Small Momella Lake,Lake,-3.22203,36.89155,,,8710.0,212.0,UNKNOWN,UNKNOWN,Elevation: Nonem,January-February 2015,2015,short_dry,92.61154175,-3.33308,36.88067,7.117,3551.811,582.023,44.78,91.943,12.407143827151364,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-048,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Imbaseny Peace School,Deep well,-3.36809,36.89621,0.09,,1800.0,900.0,NO,NO,"Elevation: 1202m, Well depth: 48m",January-February 2015,2015,short_dry,66.46977615,-3.34863,36.87573,6.383,3485.21,446.453,49.91,101.641,3.1385441790626585,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-049,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Sokoni,Shallow well,-3.36556,36.89482,13.0,,1758.0,879.0,YES,YES,"Elevation: 1201m, Well depth: 8.5m",January-February 2015,2015,short_dry,66.46977615,-3.34863,36.87573,6.383,3485.21,446.453,49.91,101.641,2.834500490928179,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-050,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Chemchem,Spring,-3.35382,36.89053,8.2,,1117.0,558.0,YES,YES,Elevation: 1225m,January-February 2015,2015,short_dry,66.46977615,-3.34863,36.87573,6.383,3485.21,446.453,49.91,101.641,1.741286564195364,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-051,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Shuleni,Deep well,-3.34401,36.88441,7.6,,1078.0,539.0,YES,YES,"Elevation: 1267m, Well depth: 60m",January-February 2015,2015,short_dry,71.62697315,-3.34863,36.87573,6.383,3485.21,446.453,49.91,101.641,1.0919226343065727,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-052,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Kwamnegro UCC,Deep well,-3.33719,36.88647,5.4,,1155.0,577.5,YES,YES,"Elevation: 1213m, Well depth: 70m",January-February 2015,2015,short_dry,71.62697315,-3.33308,36.88067,7.117,3551.811,582.023,44.78,91.943,0.7895496410171158,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-053,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Tangini-A,Spring,-3.3451,36.90067,9.8,,874.0,437.0,YES,YES,Elevation: 1275m,January-February 2015,2015,short_dry,75.97894096,-3.33432,36.90466,7.652,4432.639,508.754,32.26,90.3,1.2778945341607788,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-054,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Tangini-B,Spring,-3.3478,36.90131,11.0,,951.0,475.0,YES,YES,Elevation: 1264m,January-February 2015,2015,short_dry,75.97894096,-3.33432,36.90466,7.652,4432.639,508.754,32.26,90.3,1.5443502874952166,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-055,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Tangini-C,Shallow well,-3.34841,36.90188,11.0,,993.0,496.5,YES,YES,"Elevation: 1266m, Well depth: 10m",January-February 2015,2015,short_dry,75.97894096,-3.33432,36.90466,7.652,4432.639,508.754,32.26,90.3,1.5968412840122432,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-056,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Maji ya Chai,Expresso Tea Arusha NP,River,-3.29911,36.88051,37.5,,,,YES,YES,Elevation: 2270m,January-February 2015,2015,short_dry,82.62471581,-3.33308,36.88067,7.117,3551.811,582.023,44.78,91.943,3.777338633755559,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-057,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Maji ya Chai,Maji ya Chai River NP,River,-3.29605,36.8793,21.9,,,,YES,YES,Elevation: 921m,January-February 2015,2015,short_dry,82.62471581,-3.33308,36.88067,7.117,3551.811,582.023,44.78,91.943,4.120361456439185,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-058,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Maji ya Chai,Maji ya Chai River Bridge,River,-3.30298,36.88258,22.8,,,,YES,YES,Elevation: 922m,January-February 2015,2015,short_dry,71.62697315,-3.33308,36.88067,7.117,3551.811,582.023,44.78,91.943,3.353681002717768,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-059,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Maji ya Chai,Maji ya Chai at village,River,-3.37082,36.89703,18.6,,995.0,,YES,YES,Elevation: 1185m,January-February 2015,2015,short_dry,66.46977615,-3.34863,36.87573,6.383,3485.21,446.453,49.91,101.641,3.4173775837612497,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-060,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Maji ya Chai,Defluoridation Station Tap,River,-3.32488,36.88445,20.2,,,,YES,YES,Elevation: 907m,January-February 2015,2015,short_dry,71.62697315,-3.33308,36.88067,7.117,3551.811,582.023,44.78,91.943,1.00371789568199,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-061,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Maji ya Chai,Colobus Mountain Lodge,River,-3.31562,36.87745,17.1,,,,YES,YES,Elevation: 609m,January-February 2015,2015,short_dry,71.62697315,-3.33308,36.88067,7.117,3551.811,582.023,44.78,91.943,1.9740967599793982,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-062,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Makiba,Mabatini,Deep well,-3.52466,36.95242,3.1,,676.0,376.2,YES,NO,"Elevation: 925m, Well depth: 50m",January-February 2015,2015,short_dry,57.0954833,-3.50544,36.92352,7.069,4514.328,546.638,21.17,154.639,3.8542833130510683,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-063,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Uduma-A,Deep well,-3.49248,37.02672,4.8,,809.0,404.5,YES,YES,"Elevation: 892m, Well depth: 28m",January-February 2015,2015,short_dry,49.37065935,-3.44289,36.93663,6.511,3311.993,630.424,19.66,169.383,11.418864469312448,AFR9215,sumx__,su,unconsolidated_sediments,within_polygon,0.0
MB18-064,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Uduma-B,Deep well,-3.49494,37.02523,4.2,,424.0,212.0,YES,YES,"Elevation: 894m, Well depth: 30m",January-February 2015,2015,short_dry,49.37065935,-3.50544,36.92352,7.069,4514.328,546.638,21.17,154.639,11.348772280251337,AFR9215,sumx__,su,unconsolidated_sediments,within_polygon,0.0
MB18-065,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Uduma-C,Deep well,-3.4994,37.02731,2.2,,503.0,251.0,YES,NO,"Elevation: 896m, Well depth: 70m",January-February 2015,2015,short_dry,49.37065935,-3.50544,36.92352,7.069,4514.328,546.638,21.17,154.639,11.538943603588583,AFR9215,sumx__,su,unconsolidated_sediments,within_polygon,0.0
MB18-066,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Kati-A,Deep well,-3.48908,37.02409,1.5,,5530.0,2765.0,NO,NO,"Elevation: 891m, Well depth: 36m",January-February 2015,2015,short_dry,49.37065935,-3.44289,36.93663,6.511,3311.993,630.424,19.66,169.383,10.982342320627678,AFR9215,sumx__,su,unconsolidated_sediments,within_polygon,0.0
MB18-067,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Kati-B,Deep well,-3.48568,37.01904,11.0,,5220.0,2610.0,YES,YES,"Elevation: 891m, Well depth: 33m",January-February 2015,2015,short_dry,49.37065935,-3.44289,36.93663,6.511,3311.993,630.424,19.66,169.383,10.31036504087163,AFR9215,sumx__,su,unconsolidated_sediments,within_polygon,0.0
